CAG_ID  gene_id
CAG001	UniRef90_A0A376TU80
CAG001	UniRef90_A0A0H8R7I8
CAG001	UniRef90_D7ZK56
CAG001	UniRef90_W1XM67
CAG001	UniRef90_A0A2T1MLN5
CAG001	UniRef90_A0A2I6QK40
CAG001	UniRef90_UPI00069C4F98
CAG001	UniRef90_A0A2X1KCR3
CAG001	UniRef90_A0A0A0GD90
CAG001	UniRef90_A0A377AMT1
CAG001	UniRef90_P69854
CAG001	UniRef90_P77171
CAG001	UniRef90_A0A376TN73
CAG001	UniRef90_Q8XAQ3
CAG001	UniRef90_A0A2X1M2V9
CAG001	UniRef90_A0A2X3JXL7
CAG001	UniRef90_A0A2X3M3G3
CAG001	UniRef90_A0A376TK21
CAG001	UniRef90_A0A2X1KQC7
CAG001	UniRef90_Q8FGI6
CAG001	UniRef90_P77277
CAG001	UniRef90_A0A376TC73
CAG001	UniRef90_A0A376WBZ5
CAG001	UniRef90_P0AFK2
CAG001	UniRef90_A0A2X1NDQ4
CAG001	UniRef90_A0A2X1PWH2
CAG001	UniRef90_A0A377F7H1
CAG001	UniRef90_A0A376MMM5
CAG001	UniRef90_A0A376L463
CAG001	UniRef90_P76221
CAG001	UniRef90_A0A376NWU2
CAG001	UniRef90_A0A2X1N3Y0
CAG001	UniRef90_A0A376TJD4
CAG001	UniRef90_J7R7Y8
CAG001	UniRef90_A7ZSB8
CAG001	UniRef90_A0A376RQF7
CAG001	UniRef90_C3TAX2
CAG001	UniRef90_A0A3A0GGC2
CAG001	UniRef90_A0A074HQ64
CAG001	UniRef90_A0A376RH35
CAG001	UniRef90_A0A2X3JSK0
CAG001	UniRef90_A0A376KMB5
CAG001	UniRef90_F4VBB6
CAG001	UniRef90_A0A0I1LJT0
CAG001	UniRef90_A0A2X3JYU4
CAG001	UniRef90_A0A376U4S4
CAG001	UniRef90_A0A376TUF8
CAG001	UniRef90_UPI000A2E517E
CAG001	UniRef90_P55914
CAG001	UniRef90_P75829
CAG001	UniRef90_A0A0A0FHA2
CAG001	UniRef90_A0A2X3K517
CAG001	UniRef90_Q8XB24
CAG001	UniRef90_P07021
CAG001	UniRef90_A0A376KQ68
CAG001	UniRef90_A0A376JCJ1
CAG001	UniRef90_P0ABU8
CAG001	UniRef90_A0A376RRX2
CAG001	UniRef90_A0A376TQ86
CAG001	UniRef90_A0A2X3KPG7
CAG001	UniRef90_A9MEW3
CAG001	UniRef90_A0A2X3K8B5
CAG001	UniRef90_P37649
CAG001	UniRef90_A0A376S9U4
CAG001	UniRef90_A0A376TNA5
CAG001	UniRef90_A0A376RPD9
CAG001	UniRef90_A0A2X1P4N6
CAG001	UniRef90_A0A377CW35
CAG001	UniRef90_P39404
CAG001	UniRef90_A0A376NWT1
CAG001	UniRef90_A0A376KSQ6
CAG001	UniRef90_A0A377DX00
CAG001	UniRef90_P37028
CAG001	UniRef90_A0A377KFE3
CAG001	UniRef90_A0A2X3M590
CAG001	UniRef90_A0A376L6N8
CAG001	UniRef90_A0A377AKP8
CAG001	UniRef90_A0A0U4IVH6
CAG001	UniRef90_A0A376IZT1
CAG001	UniRef90_A0A376L4A4
CAG001	UniRef90_A7ZRT8
CAG001	UniRef90_A0A377U6I3
CAG001	UniRef90_A0A377A2L7
CAG001	UniRef90_S1CT08
CAG001	UniRef90_W1F412
CAG001	UniRef90_A0A376U4H9
CAG001	UniRef90_A0A376S2B0
CAG001	UniRef90_A0A376TGA3
CAG001	UniRef90_W1X0R4
CAG001	UniRef90_P0AEE1
CAG001	UniRef90_A0A377BZE6
CAG001	UniRef90_A0A376D546
CAG001	UniRef90_A0A376RR67
CAG001	UniRef90_A0A376LHB6
CAG001	UniRef90_A0A376YF35
CAG001	UniRef90_P64601
CAG001	UniRef90_A0A376TR25
CAG001	UniRef90_A0A376LTM5
CAG001	UniRef90_A0A1Q4P951
CAG001	UniRef90_A0A376YAT4
CAG001	UniRef90_A0A2X1N4Y4
CAG001	UniRef90_D7ZHL1
CAG001	UniRef90_A0A2A7M3P6
CAG001	UniRef90_A0A0H2V8Y7
CAG001	UniRef90_A0A376TIY7
CAG001	UniRef90_A0A376YB53
CAG001	UniRef90_A7ZMJ8
CAG001	UniRef90_A0A2X1P406
CAG001	UniRef90_A0A376VY84
CAG001	UniRef90_A0A0H2YWR4
CAG001	UniRef90_A0A2X1MVL2
CAG001	UniRef90_A0A377KHI0
CAG001	UniRef90_A0A1X3HXE1
CAG001	UniRef90_A0A376VUE0
CAG001	UniRef90_A0A1X3KFN5
CAG001	UniRef90_A0A2X1N312
CAG001	UniRef90_A0A1L5KMT7
CAG001	UniRef90_UPI000BB85E0A
CAG001	UniRef90_A0A2X1PXJ8
CAG001	UniRef90_E1J6E5
CAG001	UniRef90_P08337
CAG001	UniRef90_A0A377AK85
CAG001	UniRef90_P0DPC7
CAG001	UniRef90_P0ACS6
CAG001	UniRef90_A0A2X3LPN6
CAG001	UniRef90_A0A376MQE6
CAG001	UniRef90_A0A2X3LQX1
CAG001	UniRef90_A0A377E074
CAG001	UniRef90_A0A376WSX3
CAG001	UniRef90_A0A2X3KNF5
CAG001	UniRef90_A0A2X3K3J3
CAG001	UniRef90_I2RX78
CAG001	UniRef90_A0A377LK25
CAG001	UniRef90_E1JCC3
CAG001	UniRef90_A0A377AV13
CAG001	UniRef90_Q8XE87
