pks_cluster_NC101	Geneious	source	1	50704	.	+	.	Name=source Escherichia coli
pks_cluster_NC101	Geneious	gene	1	513	.	-	.	Name=clbS gene
pks_cluster_NC101	Geneious	CDS	1	513	.	-	0	Name=clbS CDS
pks_cluster_NC101	Geneious	extracted region	1	50704	.	+	.	Name=Extracted region from NC101
pks_cluster_NC101	Geneious	gene	548	1270	.	-	.	Name=clbQ gene
pks_cluster_NC101	Geneious	CDS	548	1270	.	-	0	Name=clbQ CDS
pks_cluster_NC101	Geneious	gene	1263	2777	.	-	.	Name=clbP gene
pks_cluster_NC101	Geneious	CDS	1263	2777	.	-	0	Name=clbP CDS
pks_cluster_NC101	Geneious	gene	2790	5249	.	-	.	Name=clbO gene
pks_cluster_NC101	Geneious	CDS	2790	5249	.	-	0	Name=clbO CDS
pks_cluster_NC101	Geneious	gene	5280	9647	.	-	.	Name=clbN gene
pks_cluster_NC101	Geneious	CDS	5280	9647	.	-	0	Name=clbN CDS
pks_cluster_NC101	Geneious	gene	9644	11083	.	-	.	Name=clbM gene
pks_cluster_NC101	Geneious	CDS	9644	11083	.	-	0	Name=clbM CDS
pks_cluster_NC101	Geneious	gene	11145	12608	.	-	.	Name=clbL gene
pks_cluster_NC101	Geneious	CDS	11145	12608	.	-	0	Name=clbL CDS
pks_cluster_NC101	Geneious	gene	12601	19065	.	-	.	Name=clbK gene
pks_cluster_NC101	Geneious	CDS	12601	19065	.	-	0	Name=clbK CDS
pks_cluster_NC101	Geneious	gene	19076	25576	.	-	.	Name=clbJ gene
pks_cluster_NC101	Geneious	CDS	19076	25576	.	-	0	Name=clbJ CDS
pks_cluster_NC101	Geneious	gene	25620	28652	.	-	.	Name=clbI gene
pks_cluster_NC101	Geneious	CDS	25620	28652	.	-	0	Name=clbI CDS
pks_cluster_NC101	Geneious	gene	28702	33498	.	-	.	Name=clbH gene
pks_cluster_NC101	Geneious	CDS	28702	33498	.	-	0	Name=clbH CDS
pks_cluster_NC101	Geneious	gene	33546	34814	.	-	.	Name=clbG gene
pks_cluster_NC101	Geneious	CDS	33546	34814	.	-	0	Name=clbG CDS
pks_cluster_NC101	Geneious	gene	34811	35941	.	-	.	Name=clbF gene
pks_cluster_NC101	Geneious	CDS	34811	35941	.	-	0	Name=clbF CDS
pks_cluster_NC101	Geneious	gene	35945	36193	.	-	.	Name=clbE gene
pks_cluster_NC101	Geneious	CDS	35945	36193	.	-	0	Name=clbE CDS
pks_cluster_NC101	Geneious	gene	36223	37092	.	-	.	Name=clbD gene
pks_cluster_NC101	Geneious	CDS	36223	37092	.	-	0	Name=clbD CDS
pks_cluster_NC101	Geneious	gene	37102	39702	.	-	.	Name=clbC gene
pks_cluster_NC101	Geneious	CDS	37102	39702	.	-	0	Name=clbC CDS
pks_cluster_NC101	Geneious	gene	39743	49363	.	-	.	Name=clbB gene
pks_cluster_NC101	Geneious	CDS	39743	49363	.	-	0	Name=clbB CDS
pks_cluster_NC101	Geneious	gene	49757	49969	.	+	.	Name=clbR gene
pks_cluster_NC101	Geneious	CDS	49757	49969	.	+	0	Name=clbR CDS
pks_cluster_NC101	Geneious	gene	49970	50704	.	+	.	Name=clbA gene
pks_cluster_NC101	Geneious	CDS	49970	50704	.	+	0	Name=clbA CDS
